c_index,context,period,state,action,reward,next_state
20,"[0.5329, 0.0, 0.0, 0.1596, 0.2755]",26,"[20, 4, 0.1]",0.1,0.0,"[20, 4, 0.1]"
20,"[0.5329, 0.0, 0.0, 0.1596, 0.2755]",27,"[20, 4, 0.1]",0.1,0.0,"[20, 4, 0.1]"
20,"[0.5329, 0.0, 0.0, 0.1596, 0.2755]",28,"[20, 4, 0.1]",0.1,0.0,"[20, 4, 0.1]"
20,"[0.5329, 0.0, 0.0, 0.1596, 0.2755]",29,"[20, 4, 0.1]",0.1,0.0,"[20, 4, 0.1]"
20,"[0.5329, 0.0, 0.0, 0.1596, 0.2755]",30,"[20, 4, 0.1]",0.1,0.0,"[20, 4, 0.1]"
20,"[0.5329, 0.0, 0.0, 0.1596, 0.2755]",31,"[20, 4, 0.1]",0.1,0.0,"[20, 4, 0.1]"
20,"[0.5329, 0.0, 0.0, 0.1596, 0.2755]",32,"[20, 4, 0.1]",0.1,0.0,"[20, 4, 0.1]"
20,"[0.5329, 0.0, 0.0, 0.1596, 0.2755]",33,"[20, 4, 0.1]",0.1,0.0,"[20, 4, 0.1]"
20,"[0.5329, 0.0, 0.0, 0.1596, 0.2755]",34,"[20, 4, 0.1]",0.1,0.0,"[20, 4, 0.1]"
20,"[0.5329, 0.0, 0.0, 0.1596, 0.2755]",35,"[20, 4, 0.1]",0.1,0.0,"[20, 4, 0.1]"
20,"[0.5329, 0.0, 0.0, 0.1596, 0.2755]",36,"[20, 4, 0.1]",0.5,0.0,"[20, 3, 0.5]"
20,"[0.5329, 0.0, 0.0, 0.1596, 0.2755]",37,"[20, 3, 0.5]",0.5,0.5,"[19, 3, 0.5]"
20,"[0.5329, 0.0, 0.0, 0.1596, 0.2755]",38,"[19, 3, 0.5]",0.5,0.5,"[18, 3, 0.5]"
20,"[0.5329, 0.0, 0.0, 0.1596, 0.2755]",39,"[18, 3, 0.5]",0.5,0.5,"[17, 3, 0.5]"
20,"[0.5329, 0.0, 0.0, 0.1596, 0.2755]",40,"[17, 3, 0.5]",0.5,0.5,"[16, 3, 0.5]"
20,"[0.5329, 0.0, 0.0, 0.1596, 0.2755]",41,"[16, 3, 0.5]",0.5,0.0,"[16, 3, 0.5]"
20,"[0.5329, 0.0, 0.0, 0.1596, 0.2755]",42,"[16, 3, 0.5]",0.5,0.5,"[15, 3, 0.5]"
20,"[0.5329, 0.0, 0.0, 0.1596, 0.2755]",43,"[15, 3, 0.5]",0.5,0.0,"[15, 3, 0.5]"
20,"[0.5329, 0.0, 0.0, 0.1596, 0.2755]",44,"[15, 3, 0.5]",0.5,0.0,"[15, 3, 0.5]"
20,"[0.5329, 0.0, 0.0, 0.1596, 0.2755]",45,"[15, 3, 0.5]",0.5,0.0,"[15, 3, 0.5]"
20,"[0.5329, 0.0, 0.0, 0.1596, 0.2755]",46,"[15, 3, 0.5]",0.5,0.0,"[15, 3, 0.5]"
20,"[0.5329, 0.0, 0.0, 0.1596, 0.2755]",47,"[15, 3, 0.5]",0.5,0.0,"[15, 3, 0.5]"
20,"[0.5329, 0.0, 0.0, 0.1596, 0.2755]",48,"[15, 3, 0.5]",0.3,0.3,"[14, 2, 0.3]"
20,"[0.5329, 0.0, 0.0, 0.1596, 0.2755]",49,"[14, 2, 0.3]",0.3,0.3,"[13, 2, 0.3]"
20,"[0.5329, 0.0, 0.0, 0.1596, 0.2755]",50,"[13, 2, 0.3]",0.3,0.0,"[13, 2, 0.3]"
20,"[0.5329, 0.0, 0.0, 0.1596, 0.2755]",51,"[13, 2, 0.3]",0.3,0.3,"[12, 2, 0.3]"
20,"[0.5329, 0.0, 0.0, 0.1596, 0.2755]",52,"[12, 2, 0.3]",0.3,0.0,"[12, 2, 0.3]"
20,"[0.5329, 0.0, 0.0, 0.1596, 0.2755]",53,"[12, 2, 0.3]",0.3,0.0,"[12, 2, 0.3]"
20,"[0.5329, 0.0, 0.0, 0.1596, 0.2755]",54,"[12, 2, 0.3]",0.3,0.0,"[12, 2, 0.3]"
20,"[0.5329, 0.0, 0.0, 0.1596, 0.2755]",55,"[12, 2, 0.3]",0.3,0.3,"[11, 2, 0.3]"
20,"[0.5329, 0.0, 0.0, 0.1596, 0.2755]",56,"[11, 2, 0.3]",0.3,0.0,"[11, 2, 0.3]"
20,"[0.5329, 0.0, 0.0, 0.1596, 0.2755]",57,"[11, 2, 0.3]",0.3,0.3,"[10, 2, 0.3]"
20,"[0.5329, 0.0, 0.0, 0.1596, 0.2755]",58,"[10, 2, 0.3]",0.3,0.3,"[9, 2, 0.3]"
20,"[0.5329, 0.0, 0.0, 0.1596, 0.2755]",59,"[9, 2, 0.3]",0.3,0.3,"[8, 2, 0.3]"
20,"[0.5329, 0.0, 0.0, 0.1596, 0.2755]",60,"[8, 2, 0.3]",1.0,0.0,"[8, 1, 1.0]"
21,"[0.5329, 0.0, 0.0, 0.0035, 0.4535]",1,"[21, 6, -1]",0.8,0.0,"[21, 5, 0.8]"
21,"[0.5329, 0.0, 0.0, 0.0035, 0.4535]",2,"[21, 5, 0.8]",0.8,0.0,"[21, 5, 0.8]"
21,"[0.5329, 0.0, 0.0, 0.0035, 0.4535]",3,"[21, 5, 0.8]",0.8,0.0,"[21, 5, 0.8]"
21,"[0.5329, 0.0, 0.0, 0.0035, 0.4535]",4,"[21, 5, 0.8]",0.8,0.0,"[21, 5, 0.8]"
21,"[0.5329, 0.0, 0.0, 0.0035, 0.4535]",5,"[21, 5, 0.8]",0.8,0.0,"[21, 5, 0.8]"
21,"[0.5329, 0.0, 0.0, 0.0035, 0.4535]",6,"[21, 5, 0.8]",0.8,0.0,"[21, 5, 0.8]"
21,"[0.5329, 0.0, 0.0, 0.0035, 0.4535]",7,"[21, 5, 0.8]",0.8,0.0,"[21, 5, 0.8]"
21,"[0.5329, 0.0, 0.0, 0.0035, 0.4535]",8,"[21, 5, 0.8]",0.8,0.0,"[21, 5, 0.8]"
21,"[0.5329, 0.0, 0.0, 0.0035, 0.4535]",9,"[21, 5, 0.8]",0.8,0.0,"[21, 5, 0.8]"
21,"[0.5329, 0.0, 0.0, 0.0035, 0.4535]",10,"[21, 5, 0.8]",0.8,0.0,"[21, 5, 0.8]"
21,"[0.5329, 0.0, 0.0, 0.0035, 0.4535]",11,"[21, 5, 0.8]",0.8,0.0,"[21, 5, 0.8]"
21,"[0.5329, 0.0, 0.0, 0.0035, 0.4535]",12,"[21, 5, 0.8]",0.1,0.0,"[21, 4, 0.1]"
21,"[0.5329, 0.0, 0.0, 0.0035, 0.4535]",13,"[21, 4, 0.1]",0.1,0.0,"[21, 4, 0.1]"
21,"[0.5329, 0.0, 0.0, 0.0035, 0.4535]",14,"[21, 4, 0.1]",0.1,0.0,"[21, 4, 0.1]"
21,"[0.5329, 0.0, 0.0, 0.0035, 0.4535]",15,"[21, 4, 0.1]",0.1,0.0,"[21, 4, 0.1]"
21,"[0.5329, 0.0, 0.0, 0.0035, 0.4535]",16,"[21, 4, 0.1]",0.1,0.0,"[21, 4, 0.1]"
21,"[0.5329, 0.0, 0.0, 0.0035, 0.4535]",17,"[21, 4, 0.1]",0.1,0.0,"[21, 4, 0.1]"
21,"[0.5329, 0.0, 0.0, 0.0035, 0.4535]",18,"[21, 4, 0.1]",0.1,0.0,"[21, 4, 0.1]"
21,"[0.5329, 0.0, 0.0, 0.0035, 0.4535]",19,"[21, 4, 0.1]",0.1,0.1,"[20, 4, 0.1]"
21,"[0.5329, 0.0, 0.0, 0.0035, 0.4535]",20,"[20, 4, 0.1]",0.1,0.1,"[19, 4, 0.1]"
21,"[0.5329, 0.0, 0.0, 0.0035, 0.4535]",21,"[19, 4, 0.1]",0.1,0.0,"[19, 4, 0.1]"
21,"[0.5329, 0.0, 0.0, 0.0035, 0.4535]",22,"[19, 4, 0.1]",0.1,0.0,"[19, 4, 0.1]"
21,"[0.5329, 0.0, 0.0, 0.0035, 0.4535]",23,"[19, 4, 0.1]",0.1,0.0,"[19, 4, 0.1]"
21,"[0.5329, 0.0, 0.0, 0.0035, 0.4535]",24,"[19, 4, 0.1]",1.0,0.0,"[19, 3, 1.0]"
21,"[0.5329, 0.0, 0.0, 0.0035, 0.4535]",25,"[19, 3, 1.0]",1.0,0.0,"[19, 3, 1.0]"
21,"[0.5329, 0.0, 0.0, 0.0035, 0.4535]",26,"[19, 3, 1.0]",1.0,0.0,"[19, 3, 1.0]"
21,"[0.5329, 0.0, 0.0, 0.0035, 0.4535]",27,"[19, 3, 1.0]",1.0,0.0,"[19, 3, 1.0]"
21,"[0.5329, 0.0, 0.0, 0.0035, 0.4535]",28,"[19, 3, 1.0]",1.0,0.0,"[19, 3, 1.0]"
21,"[0.5329, 0.0, 0.0, 0.0035, 0.4535]",29,"[19, 3, 1.0]",1.0,0.0,"[19, 3, 1.0]"
21,"[0.5329, 0.0, 0.0, 0.0035, 0.4535]",30,"[19, 3, 1.0]",1.0,0.0,"[19, 3, 1.0]"
21,"[0.5329, 0.0, 0.0, 0.0035, 0.4535]",31,"[19, 3, 1.0]",1.0,0.0,"[19, 3, 1.0]"
21,"[0.5329, 0.0, 0.0, 0.0035, 0.4535]",32,"[19, 3, 1.0]",1.0,1.0,"[18, 3, 1.0]"
21,"[0.5329, 0.0, 0.0, 0.0035, 0.4535]",33,"[18, 3, 1.0]",1.0,0.0,"[18, 3, 1.0]"
21,"[0.5329, 0.0, 0.0, 0.0035, 0.4535]",34,"[18, 3, 1.0]",1.0,0.0,"[18, 3, 1.0]"
21,"[0.5329, 0.0, 0.0, 0.0035, 0.4535]",35,"[18, 3, 1.0]",1.0,0.0,"[18, 3, 1.0]"
21,"[0.5329, 0.0, 0.0, 0.0035, 0.4535]",36,"[18, 3, 1.0]",0.1,0.0,"[18, 2, 0.1]"
21,"[0.5329, 0.0, 0.0, 0.0035, 0.4535]",37,"[18, 2, 0.1]",0.1,0.0,"[18, 2, 0.1]"
21,"[0.5329, 0.0, 0.0, 0.0035, 0.4535]",38,"[18, 2, 0.1]",0.1,0.0,"[18, 2, 0.1]"
21,"[0.5329, 0.0, 0.0, 0.0035, 0.4535]",39,"[18, 2, 0.1]",0.1,0.0,"[18, 2, 0.1]"
21,"[0.5329, 0.0, 0.0, 0.0035, 0.4535]",40,"[18, 2, 0.1]",0.1,0.1,"[17, 2, 0.1]"
21,"[0.5329, 0.0, 0.0, 0.0035, 0.4535]",41,"[17, 2, 0.1]",0.1,0.0,"[17, 2, 0.1]"
21,"[0.5329, 0.0, 0.0, 0.0035, 0.4535]",42,"[17, 2, 0.1]",0.1,0.0,"[17, 2, 0.1]"
21,"[0.5329, 0.0, 0.0, 0.0035, 0.4535]",43,"[17, 2, 0.1]",0.1,0.0,"[17, 2, 0.1]"
21,"[0.5329, 0.0, 0.0, 0.0035, 0.4535]",44,"[17, 2, 0.1]",0.1,0.1,"[16, 2, 0.1]"
21,"[0.5329, 0.0, 0.0, 0.0035, 0.4535]",45,"[16, 2, 0.1]",0.1,0.1,"[15, 2, 0.1]"
21,"[0.5329, 0.0, 0.0, 0.0035, 0.4535]",46,"[15, 2, 0.1]",0.1,0.1,"[14, 2, 0.1]"
21,"[0.5329, 0.0, 0.0, 0.0035, 0.4535]",47,"[14, 2, 0.1]",0.1,0.1,"[13, 2, 0.1]"
21,"[0.5329, 0.0, 0.0, 0.0035, 0.4535]",48,"[13, 2, 0.1]",0.48,0.0,"[13, 1, 0.48]"
21,"[0.5329, 0.0, 0.0, 0.0035, 0.4535]",49,"[13, 1, 0.48]",0.48,0.0,"[13, 1, 0.48]"
21,"[0.5329, 0.0, 0.0, 0.0035, 0.4535]",50,"[13, 1, 0.48]",0.48,0.0,"[13, 1, 0.48]"
21,"[0.5329, 0.0, 0.0, 0.0035, 0.4535]",51,"[13, 1, 0.48]",0.48,0.0,"[13, 1, 0.48]"
21,"[0.5329, 0.0, 0.0, 0.0035, 0.4535]",52,"[13, 1, 0.48]",0.48,0.0,"[13, 1, 0.48]"
21,"[0.5329, 0.0, 0.0, 0.0035, 0.4535]",53,"[13, 1, 0.48]",0.48,0.0,"[13, 1, 0.48]"
21,"[0.5329, 0.0, 0.0, 0.0035, 0.4535]",54,"[13, 1, 0.48]",0.48,0.48,"[12, 1, 0.48]"
21,"[0.5329, 0.0, 0.0, 0.0035, 0.4535]",55,"[12, 1, 0.48]",0.48,0.48,"[11, 1, 0.48]"
21,"[0.5329, 0.0, 0.0, 0.0035, 0.4535]",56,"[11, 1, 0.48]",0.48,0.48,"[10, 1, 0.48]"
21,"[0.5329, 0.0, 0.0, 0.0035, 0.4535]",57,"[10, 1, 0.48]",0.48,0.48,"[9, 1, 0.48]"
21,"[0.5329, 0.0, 0.0, 0.0035, 0.4535]",58,"[9, 1, 0.48]",0.48,0.48,"[8, 1, 0.48]"
21,"[0.5329, 0.0, 0.0, 0.0035, 0.4535]",59,"[8, 1, 0.48]",0.48,0.0,"[8, 1, 0.48]"
21,"[0.5329, 0.0, 0.0, 0.0035, 0.4535]",60,"[8, 1, 0.48]",0.1,0.1,"[7, 0, 0.1]"
22,"[0.5329, 0.0, 0.5329, 0.4023, 0.3209]",1,"[15, 6, -1]",1.0,0.0,"[15, 5, 1.0]"
22,"[0.5329, 0.0, 0.5329, 0.4023, 0.3209]",2,"[15, 5, 1.0]",1.0,0.0,"[15, 5, 1.0]"
22,"[0.5329, 0.0, 0.5329, 0.4023, 0.3209]",3,"[15, 5, 1.0]",1.0,0.0,"[15, 5, 1.0]"
22,"[0.5329, 0.0, 0.5329, 0.4023, 0.3209]",4,"[15, 5, 1.0]",1.0,0.0,"[15, 5, 1.0]"
22,"[0.5329, 0.0, 0.5329, 0.4023, 0.3209]",5,"[15, 5, 1.0]",1.0,0.0,"[15, 5, 1.0]"
22,"[0.5329, 0.0, 0.5329, 0.4023, 0.3209]",6,"[15, 5, 1.0]",1.0,0.0,"[15, 5, 1.0]"
22,"[0.5329, 0.0, 0.5329, 0.4023, 0.3209]",7,"[15, 5, 1.0]",1.0,0.0,"[15, 5, 1.0]"
22,"[0.5329, 0.0, 0.5329, 0.4023, 0.3209]",8,"[15, 5, 1.0]",1.0,0.0,"[15, 5, 1.0]"
22,"[0.5329, 0.0, 0.5329, 0.4023, 0.3209]",9,"[15, 5, 1.0]",1.0,0.0,"[15, 5, 1.0]"
22,"[0.5329, 0.0, 0.5329, 0.4023, 0.3209]",10,"[15, 5, 1.0]",1.0,0.0,"[15, 5, 1.0]"
22,"[0.5329, 0.0, 0.5329, 0.4023, 0.3209]",11,"[15, 5, 1.0]",1.0,0.0,"[15, 5, 1.0]"
22,"[0.5329, 0.0, 0.5329, 0.4023, 0.3209]",12,"[15, 5, 1.0]",0.48,0.0,"[15, 4, 0.48]"
22,"[0.5329, 0.0, 0.5329, 0.4023, 0.3209]",13,"[15, 4, 0.48]",0.48,0.0,"[15, 4, 0.48]"
22,"[0.5329, 0.0, 0.5329, 0.4023, 0.3209]",14,"[15, 4, 0.48]",0.48,0.0,"[15, 4, 0.48]"
22,"[0.5329, 0.0, 0.5329, 0.4023, 0.3209]",15,"[15, 4, 0.48]",0.48,0.48,"[14, 4, 0.48]"
22,"[0.5329, 0.0, 0.5329, 0.4023, 0.3209]",16,"[14, 4, 0.48]",0.48,0.48,"[13, 4, 0.48]"
22,"[0.5329, 0.0, 0.5329, 0.4023, 0.3209]",17,"[13, 4, 0.48]",0.48,0.0,"[13, 4, 0.48]"
22,"[0.5329, 0.0, 0.5329, 0.4023, 0.3209]",18,"[13, 4, 0.48]",0.48,0.0,"[13, 4, 0.48]"
22,"[0.5329, 0.0, 0.5329, 0.4023, 0.3209]",19,"[13, 4, 0.48]",0.48,0.48,"[12, 4, 0.48]"
22,"[0.5329, 0.0, 0.5329, 0.4023, 0.3209]",20,"[12, 4, 0.48]",0.48,0.0,"[12, 4, 0.48]"
22,"[0.5329, 0.0, 0.5329, 0.4023, 0.3209]",21,"[12, 4, 0.48]",0.48,0.0,"[12, 4, 0.48]"
22,"[0.5329, 0.0, 0.5329, 0.4023, 0.3209]",22,"[12, 4, 0.48]",0.48,0.48,"[11, 4, 0.48]"
22,"[0.5329, 0.0, 0.5329, 0.4023, 0.3209]",23,"[11, 4, 0.48]",0.48,0.0,"[11, 4, 0.48]"
22,"[0.5329, 0.0, 0.5329, 0.4023, 0.3209]",24,"[11, 4, 0.48]",0.7,0.7,"[10, 3, 0.7]"
22,"[0.5329, 0.0, 0.5329, 0.4023, 0.3209]",25,"[10, 3, 0.7]",0.7,0.0,"[10, 3, 0.7]"
22,"[0.5329, 0.0, 0.5329, 0.4023, 0.3209]",26,"[10, 3, 0.7]",0.7,0.0,"[10, 3, 0.7]"
22,"[0.5329, 0.0, 0.5329, 0.4023, 0.3209]",27,"[10, 3, 0.7]",0.7,0.0,"[10, 3, 0.7]"
22,"[0.5329, 0.0, 0.5329, 0.4023, 0.3209]",28,"[10, 3, 0.7]",0.7,0.0,"[10, 3, 0.7]"
22,"[0.5329, 0.0, 0.5329, 0.4023, 0.3209]",29,"[10, 3, 0.7]",0.7,0.0,"[10, 3, 0.7]"
22,"[0.5329, 0.0, 0.5329, 0.4023, 0.3209]",30,"[10, 3, 0.7]",0.7,0.7,"[9, 3, 0.7]"
22,"[0.5329, 0.0, 0.5329, 0.4023, 0.3209]",31,"[9, 3, 0.7]",0.7,0.0,"[9, 3, 0.7]"
22,"[0.5329, 0.0, 0.5329, 0.4023, 0.3209]",32,"[9, 3, 0.7]",0.7,0.0,"[9, 3, 0.7]"
22,"[0.5329, 0.0, 0.5329, 0.4023, 0.3209]",33,"[9, 3, 0.7]",0.7,0.0,"[9, 3, 0.7]"
22,"[0.5329, 0.0, 0.5329, 0.4023, 0.3209]",34,"[9, 3, 0.7]",0.7,0.0,"[9, 3, 0.7]"
22,"[0.5329, 0.0, 0.5329, 0.4023, 0.3209]",35,"[9, 3, 0.7]",0.7,0.0,"[9, 3, 0.7]"
22,"[0.5329, 0.0, 0.5329, 0.4023, 0.3209]",36,"[9, 3, 0.7]",0.6,0.6,"[8, 2, 0.6]"
22,"[0.5329, 0.0, 0.5329, 0.4023, 0.3209]",37,"[8, 2, 0.6]",0.6,0.0,"[8, 2, 0.6]"
22,"[0.5329, 0.0, 0.5329, 0.4023, 0.3209]",38,"[8, 2, 0.6]",0.6,0.6,"[7, 2, 0.6]"
22,"[0.5329, 0.0, 0.5329, 0.4023, 0.3209]",39,"[7, 2, 0.6]",0.6,0.0,"[7, 2, 0.6]"
22,"[0.5329, 0.0, 0.5329, 0.4023, 0.3209]",40,"[7, 2, 0.6]",0.6,0.0,"[7, 2, 0.6]"
22,"[0.5329, 0.0, 0.5329, 0.4023, 0.3209]",41,"[7, 2, 0.6]",0.6,0.6,"[6, 2, 0.6]"
22,"[0.5329, 0.0, 0.5329, 0.4023, 0.3209]",42,"[6, 2, 0.6]",0.6,0.0,"[6, 2, 0.6]"
22,"[0.5329, 0.0, 0.5329, 0.4023, 0.3209]",43,"[6, 2, 0.6]",0.6,0.0,"[6, 2, 0.6]"
22,"[0.5329, 0.0, 0.5329, 0.4023, 0.3209]",44,"[6, 2, 0.6]",0.6,0.6,"[5, 2, 0.6]"
22,"[0.5329, 0.0, 0.5329, 0.4023, 0.3209]",45,"[5, 2, 0.6]",0.6,0.0,"[5, 2, 0.6]"
22,"[0.5329, 0.0, 0.5329, 0.4023, 0.3209]",46,"[5, 2, 0.6]",0.6,0.0,"[5, 2, 0.6]"
22,"[0.5329, 0.0, 0.5329, 0.4023, 0.3209]",47,"[5, 2, 0.6]",0.6,0.6,"[4, 2, 0.6]"
22,"[0.5329, 0.0, 0.5329, 0.4023, 0.3209]",48,"[4, 2, 0.6]",0.8,0.0,"[4, 1, 0.8]"
22,"[0.5329, 0.0, 0.5329, 0.4023, 0.3209]",49,"[4, 1, 0.8]",0.8,0.8,"[3, 1, 0.8]"
22,"[0.5329, 0.0, 0.5329, 0.4023, 0.3209]",50,"[3, 1, 0.8]",0.8,0.8,"[2, 1, 0.8]"
22,"[0.5329, 0.0, 0.5329, 0.4023, 0.3209]",51,"[2, 1, 0.8]",0.8,0.0,"[2, 1, 0.8]"
22,"[0.5329, 0.0, 0.5329, 0.4023, 0.3209]",52,"[2, 1, 0.8]",0.8,0.8,"[1, 1, 0.8]"
22,"[0.5329, 0.0, 0.5329, 0.4023, 0.3209]",53,"[1, 1, 0.8]",0.8,0.8,"[0, 1, 0.8]"
22,"[0.5329, 0.0, 0.5329, 0.4023, 0.3209]",54,"[0, 0, 0]",0.0,0.0,"[0, 0, 0]"
22,"[0.5329, 0.0, 0.5329, 0.4023, 0.3209]",55,"[0, 0, 0]",0.0,0.0,"[0, 0, 0]"
22,"[0.5329, 0.0, 0.5329, 0.4023, 0.3209]",56,"[0, 0, 0]",0.0,0.0,"[0, 0, 0]"
22,"[0.5329, 0.0, 0.5329, 0.4023, 0.3209]",57,"[0, 0, 0]",0.0,0.0,"[0, 0, 0]"
22,"[0.5329, 0.0, 0.5329, 0.4023, 0.3209]",58,"[0, 0, 0]",0.0,0.0,"[0, 0, 0]"
22,"[0.5329, 0.0, 0.5329, 0.4023, 0.3209]",59,"[0, 0, 0]",0.0,0.0,"[0, 0, 0]"
22,"[0.5329, 0.0, 0.5329, 0.4023, 0.3209]",60,"[0, 0, 0]",0.0,0.0,"[0, 0, 0]"
23,"[0.5329, 0.0, 0.0, 0.4368, 0.3227]",1,"[14, 6, -1]",0.3,0.3,"[13, 5, 0.3]"
23,"[0.5329, 0.0, 0.0, 0.4368, 0.3227]",2,"[13, 5, 0.3]",0.3,0.0,"[13, 5, 0.3]"
23,"[0.5329, 0.0, 0.0, 0.4368, 0.3227]",3,"[13, 5, 0.3]",0.3,0.0,"[13, 5, 0.3]"
23,"[0.5329, 0.0, 0.0, 0.4368, 0.3227]",4,"[13, 5, 0.3]",0.3,0.0,"[13, 5, 0.3]"
23,"[0.5329, 0.0, 0.0, 0.4368, 0.3227]",5,"[13, 5, 0.3]",0.3,0.0,"[13, 5, 0.3]"
23,"[0.5329, 0.0, 0.0, 0.4368, 0.3227]",6,"[13, 5, 0.3]",0.3,0.0,"[13, 5, 0.3]"
23,"[0.5329, 0.0, 0.0, 0.4368, 0.3227]",7,"[13, 5, 0.3]",0.3,0.0,"[13, 5, 0.3]"
23,"[0.5329, 0.0, 0.0, 0.4368, 0.3227]",8,"[13, 5, 0.3]",0.3,0.3,"[12, 5, 0.3]"
23,"[0.5329, 0.0, 0.0, 0.4368, 0.3227]",9,"[12, 5, 0.3]",0.3,0.0,"[12, 5, 0.3]"
23,"[0.5329, 0.0, 0.0, 0.4368, 0.3227]",10,"[12, 5, 0.3]",0.3,0.3,"[11, 5, 0.3]"
23,"[0.5329, 0.0, 0.0, 0.4368, 0.3227]",11,"[11, 5, 0.3]",0.3,0.0,"[11, 5, 0.3]"
23,"[0.5329, 0.0, 0.0, 0.4368, 0.3227]",12,"[11, 5, 0.3]",0.2,0.0,"[11, 4, 0.2]"
23,"[0.5329, 0.0, 0.0, 0.4368, 0.3227]",13,"[11, 4, 0.2]",0.2,0.0,"[11, 4, 0.2]"
23,"[0.5329, 0.0, 0.0, 0.4368, 0.3227]",14,"[11, 4, 0.2]",0.2,0.0,"[11, 4, 0.2]"
23,"[0.5329, 0.0, 0.0, 0.4368, 0.3227]",15,"[11, 4, 0.2]",0.2,0.2,"[10, 4, 0.2]"
23,"[0.5329, 0.0, 0.0, 0.4368, 0.3227]",16,"[10, 4, 0.2]",0.2,0.0,"[10, 4, 0.2]"
23,"[0.5329, 0.0, 0.0, 0.4368, 0.3227]",17,"[10, 4, 0.2]",0.2,0.2,"[9, 4, 0.2]"
23,"[0.5329, 0.0, 0.0, 0.4368, 0.3227]",18,"[9, 4, 0.2]",0.2,0.0,"[9, 4, 0.2]"
23,"[0.5329, 0.0, 0.0, 0.4368, 0.3227]",19,"[9, 4, 0.2]",0.2,0.0,"[9, 4, 0.2]"
23,"[0.5329, 0.0, 0.0, 0.4368, 0.3227]",20,"[9, 4, 0.2]",0.2,0.0,"[9, 4, 0.2]"
23,"[0.5329, 0.0, 0.0, 0.4368, 0.3227]",21,"[9, 4, 0.2]",0.2,0.0,"[9, 4, 0.2]"
23,"[0.5329, 0.0, 0.0, 0.4368, 0.3227]",22,"[9, 4, 0.2]",0.2,0.2,"[8, 4, 0.2]"
23,"[0.5329, 0.0, 0.0, 0.4368, 0.3227]",23,"[8, 4, 0.2]",0.2,0.0,"[8, 4, 0.2]"
23,"[0.5329, 0.0, 0.0, 0.4368, 0.3227]",24,"[8, 4, 0.2]",0.8,0.0,"[8, 3, 0.8]"
23,"[0.5329, 0.0, 0.0, 0.4368, 0.3227]",25,"[8, 3, 0.8]",0.8,0.0,"[8, 3, 0.8]"
23,"[0.5329, 0.0, 0.0, 0.4368, 0.3227]",26,"[8, 3, 0.8]",0.8,0.0,"[8, 3, 0.8]"
23,"[0.5329, 0.0, 0.0, 0.4368, 0.3227]",27,"[8, 3, 0.8]",0.8,0.0,"[8, 3, 0.8]"
23,"[0.5329, 0.0, 0.0, 0.4368, 0.3227]",28,"[8, 3, 0.8]",0.8,0.8,"[7, 3, 0.8]"
23,"[0.5329, 0.0, 0.0, 0.4368, 0.3227]",29,"[7, 3, 0.8]",0.8,0.8,"[6, 3, 0.8]"
23,"[0.5329, 0.0, 0.0, 0.4368, 0.3227]",30,"[6, 3, 0.8]",0.8,0.0,"[6, 3, 0.8]"
23,"[0.5329, 0.0, 0.0, 0.4368, 0.3227]",31,"[6, 3, 0.8]",0.8,0.0,"[6, 3, 0.8]"
23,"[0.5329, 0.0, 0.0, 0.4368, 0.3227]",32,"[6, 3, 0.8]",0.8,0.0,"[6, 3, 0.8]"
23,"[0.5329, 0.0, 0.0, 0.4368, 0.3227]",33,"[6, 3, 0.8]",0.8,0.0,"[6, 3, 0.8]"
23,"[0.5329, 0.0, 0.0, 0.4368, 0.3227]",34,"[6, 3, 0.8]",0.8,0.0,"[6, 3, 0.8]"
23,"[0.5329, 0.0, 0.0, 0.4368, 0.3227]",35,"[6, 3, 0.8]",0.8,0.0,"[6, 3, 0.8]"
23,"[0.5329, 0.0, 0.0, 0.4368, 0.3227]",36,"[6, 3, 0.8]",0.7,0.0,"[6, 2, 0.7]"
23,"[0.5329, 0.0, 0.0, 0.4368, 0.3227]",37,"[6, 2, 0.7]",0.7,0.0,"[6, 2, 0.7]"
23,"[0.5329, 0.0, 0.0, 0.4368, 0.3227]",38,"[6, 2, 0.7]",0.7,0.0,"[6, 2, 0.7]"
23,"[0.5329, 0.0, 0.0, 0.4368, 0.3227]",39,"[6, 2, 0.7]",0.7,0.0,"[6, 2, 0.7]"
23,"[0.5329, 0.0, 0.0, 0.4368, 0.3227]",40,"[6, 2, 0.7]",0.7,0.0,"[6, 2, 0.7]"
23,"[0.5329, 0.0, 0.0, 0.4368, 0.3227]",41,"[6, 2, 0.7]",0.7,0.7,"[5, 2, 0.7]"
23,"[0.5329, 0.0, 0.0, 0.4368, 0.3227]",42,"[5, 2, 0.7]",0.7,0.7,"[4, 2, 0.7]"
23,"[0.5329, 0.0, 0.0, 0.4368, 0.3227]",43,"[4, 2, 0.7]",0.7,0.0,"[4, 2, 0.7]"
23,"[0.5329, 0.0, 0.0, 0.4368, 0.3227]",44,"[4, 2, 0.7]",0.7,0.0,"[4, 2, 0.7]"
23,"[0.5329, 0.0, 0.0, 0.4368, 0.3227]",45,"[4, 2, 0.7]",0.7,0.7,"[3, 2, 0.7]"
23,"[0.5329, 0.0, 0.0, 0.4368, 0.3227]",46,"[3, 2, 0.7]",0.7,0.7,"[2, 2, 0.7]"
23,"[0.5329, 0.0, 0.0, 0.4368, 0.3227]",47,"[2, 2, 0.7]",0.7,0.7,"[1, 2, 0.7]"
